id,frecuencia,dist_km
68307,103.7,292.653
5040,101.3,292.725
68001,98.4,292.846
68001,99.7,292.846
27810,90.3,293.077
27810,88.8,293.077
5040,105.4,293.173
27160,102.6,293.307
27160,91.6,293.308
68001,93.4,293.348
27160,105.0,293.537
68001,95.7,293.643
68001,90.7,293.673
18753,107.1,294.725
76892,107.0,294.914
5887,94.1,295.506
5411,89.4,295.582
27361,99.3,295.751
5411,88.9,295.876
18753,97.1,295.897
76130,99.4,295.906
18753,105.6,296.003
27450,89.1,296.009
18753,93.3,296.166
18753,94.3,296.166
18753,102.0,296.216
18753,99.1,296.217
5887,107.4,296.328
19212,99.4,296.373
27361,94.8,296.991
27361,106.3,296.991
27361,106.8,297.045
27361,105.4,297.05
68575,88.4,297.126
68575,107.2,297.126
68575,105.7,297.136
13160,91.0,297.418
85125,106.8,297.733
85125,107.7,297.733
41306,95.8,298.346
68820,88.2,298.736
85230,102.7,299.928
13160,96.5,300.704
5113,107.8,301.132
76377,106.6,301.138
76377,105.8,301.14
27050,89.6,301.302
27050,96.6,301.302
27050,99.6,301.302
27050,89.1,301.35
5658,105.4,301.746
85125,90.5,301.886
85230,92.5,302.035
85230,107.7,302.035
85125,102.7,302.067
76001,96.0,303.146
41483,104.7,303.444
68615,103.2,304.292
68615,102.1,304.303
95025,89.7,304.433
27135,104.1,304.505
27135,104.6,304.506
68615,105.9,304.686
95025,94.7,305.016
27135,105.8,305.018
5647,95.3,305.145
5113,105.4,305.655
27001,100.3,305.886
5306,95.4,306.007
27001,101.1,306.413
27001,98.8,306.413
41483,98.8,306.521
41797,100.9,306.547
41797,107.8,306.547
5647,89.4,306.56
76001,88.1,306.598
41797,93.8,306.69
27001,93.4,306.809
27001,91.3,307.264
76001,88.5,307.272
76001,105.3,307.412
76001,102.0,307.484
19573,105.8,307.675
68655,107.7,307.97
27001,101.5,308.189
27001,90.8,308.54
27001,104.3,308.994
27001,97.3,309.298
27001,92.8,309.715
5628,104.4,309.802
27001,92.1,309.869
76001,99.5,310.186
5628,97.3,310.39
19517007,88.1,310.568
27600,105.3,310.62
27430,88.4,310.648
76001,101.5,310.795
76130,100.5,310.818
76001,96.5,310.821
27001,106.8,310.887
27600,107.6,311.005
76001,95.5,311.019
76001,90.5,311.019
76364,93.1,311.019
5004,91.4,311.022
76001,104.0,311.039
19698,89.1,311.073
76001,106.5,311.094
76001,97.5,311.114
76001,103.5,311.115
76892,102.5,311.128
5856,104.4,311.128
76001,98.5,311.143
76001,92.5,311.143
76520,89.5,311.143
76275,98.0,311.149
5004,107.4,311.161
76001,91.5,311.166
76001,104.5,311.188
13670,107.0,311.475
13670,94.5,311.562
13670,88.9,311.562
19821,107.9,311.687
19517,95.9,311.87
19517,102.7,311.87
19300,107.8,311.945
76001,107.5,312.163
41518,91.8,312.251
76233,93.6,312.374
76233,96.0,312.377
13670,106.4,312.475
19821,99.4,312.707
19517,88.4,312.933
76001,93.8,313.29
68169,91.2,313.403
19845,99.5,313.565
76233,102.9,313.698
54174,107.2,313.7
54174,93.7,313.832
19845,88.1,314.745
19845,96.0,314.746
76001,96.0,314.823
54743,98.7,315.448
54743,88.5,315.45
54743,105.2,315.672
5854,104.4,316.081
5854,88.3,316.09
68444,107.7,316.239
5819,107.4,316.414
5819,98.3,316.447
5138,90.4,316.459
5819,91.3,316.476
5107,105.4,316.82
41518,88.8,317.081
5107,103.7,317.24
5107,96.3,317.4
19142,99.4,318.642
19142,94.3,318.839
76001,99.9,319.324
41298,88.3,320.022
41013,106.2,320.033
41013,94.3,320.034
81794,91.5,320.091
5138,104.4,320.219
68867,88.1,320.579
68867,107.7,320.579
81794,90.9,321.345
81794,101.3,321.345
68132,103.2,321.43
68780,94.2,321.546
68780,107.2,321.546
81794,103.5,321.67
41396,90.6,323.328
68255,88.2,323.619
76364,107.0,324.367
19355,88.9,324.455
68255,90.2,324.522
68255,100.6,324.57
19355,103.9,325.083
19355,90.9,325.149
5895,94.3,325.267
54480,93.2,325.478
81794,105.2,325.564
27430,91.8,325.763
27430,93.5,325.763
54480,103.2,325.803
19698,96.9,325.9
81794,88.3,325.997
5895,89.3,326.1
5895,104.4,326.101
19698,102.7,326.616
19698,105.7,327.094
54125,103.2,327.467
5284,88.3,327.473
54125,100.2,327.69
41298,93.6,327.83
19698,93.6,327.967
41396,96.8,328.252
19698,101.0,328.315
19364,107.4,328.39
5284,89.4,328.406
19364,105.6,328.766
41396,95.8,328.954
41013,107.8,329.486
54518,97.5,330.823
18592,107.2,331.097
54518,97.9,331.194
54518,92.4,331.195
18592,89.1,331.334
5543,105.4,331.738
5543,89.1,331.928
41548,98.8,332.206
41298,88.8,332.248
41298,97.1,332.349
5361,97.5,333.74
18592,104.1,333.888
5250,88.4,334.18
5361,104.4,334.408
5250,106.3,334.956
5250,107.0,335.378
27425,88.3,335.56
76109,97.1,335.582
76109,88.1,335.596
27025,92.3,335.88
5361,106.5,335.926
5361,92.3,335.926
27425,89.5,335.999
27025,100.8,336.648
76109,107.4,337.357
54518,107.2,337.855
95015,107.7,337.865
95015,92.7,338.13
54377,98.2,338.357
54377,103.7,338.539
76109,91.1,338.826
76109,107.9,338.829
54385,105.2,338.837
54820,105.7,339.132
54820,104.4,339.132
54820,88.2,339.133
54518,94.9,339.218
15223,99.1,339.517
95015,98.7,339.754
19743,92.2,339.773
15223,92.1,339.914
76109,92.1,340.285
5842,107.4,340.43
19137,99.7,340.469
5842,106.3,340.703
19137,88.1,340.749
76109,93.4,341.152
76109,106.6,341.165
76109,94.9,341.165
19110,99.8,341.358
19137,104.9,341.611
19137,93.9,341.613
19110,102.3,342.087
76109,104.9,342.229
19110006,97.3,343.968
54520,90.8,344.301
81300,101.7,344.694
81300,96.3,344.698
41026,102.8,344.717
81300,107.3,344.886
81300,106.1,344.887
54520,105.2,345.098
19743,89.4,345.403
41791,95.8,345.665
19743,88.1,345.676
76109,105.9,345.688
76109,98.9,345.688
76109,101.1,346.447
41791,97.8,346.45
54223,88.2,348.512
41378,105.7,348.725
41378,103.3,348.795
54223,101.7,348.937
81736,102.7,349.566
81736,88.3,349.571
81736,98.3,349.579
81736,89.3,349.613
81736,89.9,349.614
81736,107.9,349.884
19780,103.8,350.085
41319,105.0,350.293
41378,88.8,350.349
41319,99.3,350.38
41319,107.8,350.572
20710,89.2,350.849
5790,103.9,351.888
81736,93.5,352.215
5120,105.4,352.558
19743,106.9,352.637
5120,93.3,352.674
19824,93.6,354.197
5790,107.4,354.532
19824,97.1,354.83
19824,94.6,355.035
20710,106.2,355.333
5790,103.3,355.555
5790,106.1,355.663
19548,102.7,356.001
19548,88.9,356.001
19548,92.1,356.354
41770,88.8,356.735
19130,99.4,356.738
19473,91.2,356.801
19473,100.8,356.801
5234,104.4,356.837
5234,105.3,356.839
19473,98.9,356.989
99624,88.3,357.18
5234,103.9,357.503
54051,99.7,357.736
54051,105.2,357.754
54128,107.2,358.833
18001,96.3,358.851
54347,106.7,359.294
54347,102.2,359.294
54172,96.5,359.772
19130,103.3,360.114
18247,92.1,360.581
19130,103.7,360.891
13688,90.0,361.122
54099,107.2,361.385
18247,95.1,362.706
41244,107.8,362.741
13744,92.5,363.189
54172,98.2,363.876
54003,94.7,364.103
13688,100.5,364.185
41503,98.8,364.461
13744,93.4,364.779
13744,89.0,364.779
13744,100.0,364.968
41503,106.8,365.174
13688,95.5,365.249
54172,95.7,365.633
54599,88.2,366.618
54599,107.7,366.62
27077,88.9,367.241
27077,96.3,367.241
54660,90.1,367.941
54239,90.2,368.076
27077,105.8,368.563
41807,100.8,369.108
41244,103.8,369.565
27250,106.3,369.89
27250,88.3,369.89
19001,104.1,370.208
27250,101.3,370.292
19001,99.4,370.694
54660,88.2,371.215
41807,92.3,371.38
41660,88.8,371.832
81591,107.3,372.388
76109,102.1,372.469
54239,103.2,372.515
81591,97.3,372.539
81065,94.3,372.849
18256,102.1,373.057
18256,107.1,373.242
20770,88.7,373.253
27495,98.3,373.545
41551,102.3,373.644
41551,104.0,373.644
41551,95.0,373.644
27495,105.8,374.707
19585,90.7,374.866
19001,91.7,375.809
19001,94.1,376.153
27099,98.5,376.333
27099,96.3,376.454
19001,105.1,376.784
19001,95.7,377.347
19001,105.5,377.772
54520,101.2,378.016
54099,91.2,378.042
27099,105.3,378.246
19001,102.1,378.4
19001,100.1,378.758
19001,106.1,378.977
19001,98.1,378.985
23682,100.0,379.131
54871,94.2,379.233
54871,98.2,379.296
5873,97.6,379.586
18001,104.1,380.787
18001,103.1,381.172
18001,106.8,381.255
19807,88.9,381.644
18150,94.1,381.85
18001,100.1,381.874
18150,88.5,381.923
18150,92.1,381.972
27099,100.8,382.33
41006,100.6,382.404
41006,90.8,382.405
54313,89.2,382.522
23682,106.7,382.535
23682,91.1,382.535
18410,90.1,382.814
54313,88.4,383.03
54313,103.2,383.03
54680,106.2,384.067
54680,98.2,384.067
18001,88.7,385.134
18001,93.1,385.214
54673,104.2,386.163
18001,101.1,386.88
18001,90.5,386.896
41006,107.8,386.974
18410,106.7,387.253
18410,88.1,387.281
18001,98.1,387.304
54003,101.3,387.349
5495,88.9,387.551
54418,100.2,387.591
54418,105.2,387.591
41551,101.8,387.823
5480,105.4,388.127
5154,107.9,388.209
5480,94.3,388.271
19807,107.7,388.322
19807,101.7,388.324
5495,107.4,388.555
54405,88.2,388.789
81065,93.1,388.987
54673,107.9,389.307
54673,107.2,389.307
5154,96.3,389.338
54003,98.7,389.576
41551,98.8,389.6
81065,88.9,389.608
5154,88.2,389.645
5154,98.1,389.716
5154,100.8,389.728
41359,99.5,389.976
41359,95.8,389.977
54003,103.2,390.194
5154,89.4,390.382
5154,106.9,390.383
81065,88.3,390.83
81065,104.7,390.831
5154,91.3,391.016
5154,90.6,391.016
19760,107.4,391.537
19760,91.9,391.666
19256,96.7,392.113
54874,98.2,392.122
54874,99.9,392.187
54001,99.2,392.195
54405,102.7,392.195
54001,91.7,392.196
19256,101.3,393.367
19256,92.9,393.468
19256,88.1,393.468
19256,100.6,393.469
54874,92.7,393.658
81065,89.7,393.671
54001,103.2,393.883
23466,89.7,393.916
23466,92.5,393.916
19256,97.3,394.513
19256,89.4,394.642
54001,98.6,395.671
41668,88.8,395.967
54001,88.7,396.121
54109,107.2,396.313
23466,107.9,396.368
54001,94.7,396.729
54001,105.9,397.297
54001,96.2,397.297
54109,102.0,397.444
54109,96.1,397.444
23580,97.8,397.483
23466,105.0,397.539
41668,97.3,397.699
41668,89.7,397.699
41668,100.5,397.699
54261,105.2,397.702
41530,92.8,398.239
41530,107.8,398.239
5475,107.4,399.048
23580,107.0,399.049
5475,103.3,399.096
23580,105.9,399.274
23580,88.5,399.391
23350,92.1,399.987
13473,107.0,400.113
18479,107.1,400.275
18479,93.7,400.34
13473,99.0,400.599
19622,88.4,401.523
19001,95.1,401.742
54498,95.2,401.779
19256,90.1,401.781
54498,96.0,401.994
54498,103.7,402.023
54498,97.2,402.024
54498,100.3,402.072
23350,107.3,402.735
23350,103.0,402.758
54498,107.2,402.821
54398,91.7,403.251
54398,107.9,403.251
54720,93.7,403.255
54720,88.2,403.459
13655,88.3,404.007
54261,97.7,404.61
13458,91.0,405.294
54498,101.2,405.908
54001,95.2,406.425
20011,96.7,406.468
54498,102.1,406.508
19392,96.2,406.678
20011,93.7,406.807
20295,90.2,406.819
20295,88.5,406.874
54001,89.7,407.283
54001,100.7,407.283
54001,90.5,407.285
20295,89.2,407.956
27075,102.3,407.984
54001,96.9,408.384
27075,88.7,408.424
19392,88.9,408.532
19392,102.4,408.532
19760,99.4,408.542
20011,101.7,408.572
20011,105.3,408.577
27075,88.3,408.586
20614,88.2,408.842
19418,107.7,409.016
19418,89.1,409.016
19418,88.4,409.017
20011,88.1,409.13
18460,106.1,409.503
18460,92.1,409.728
27075,93.3,409.904
27075,89.3,409.904
23068,102.5,410.534
23068,91.8,410.534
18094,99.1,411.04
54398,98.2,411.766
99524,90.3,413.287
99524,104.3,413.287
18094,88.1,414.584
99773,95.3,415.231
18094,91.1,415.465
54001,93.7,416.281
54344,105.7,417.44
54344,107.2,418.11
13042,107.3,418.996
20310,97.7,419.473
20310,92.0,419.553
23068,106.2,419.909
23068,107.0,419.911
13042,91.0,420.604
13042,107.7,422.043
23079,89.0,423.686
18029,97.7,423.881
18029,92.1,423.881
19397,93.9,424.411
27150,88.1,424.422
27150,101.8,424.439
23079,101.6,424.556
54670,88.2,424.598
54670,89.7,424.613
27150,90.8,424.663
19397,89.4,424.967
70265,107.8,425.076
70265,95.3,425.216
54800,92.7,426.561
13810,91.0,426.961
54800,107.2,427.068
13490,88.3,428.03
18860,88.1,428.347
18860,95.6,428.371
18860,92.6,428.371
18860,107.7,428.468
18610,106.4,428.497
18610,93.9,428.761
18610,89.1,428.784
18610,88.1,429.425
54206,94.0,429.542
54206,98.2,429.543
19532,99.4,430.162
54206,102.3,430.272
54245,104.7,430.444
18460,90.7,430.628
19532,105.5,431.018
54245,105.7,431.566
19785,100.7,431.845
19532,103.4,432.474
18150,105.1,433.085
19701,89.9,433.175
70429,97.8,433.921
19701,88.9,433.951
19701,99.6,433.952
19022,104.9,434.089
19022,103.9,434.25
70429,93.3,435.067
13600,91.5,435.487
54245,88.2,435.768
13006,92.2,435.996
13600,89.0,436.01
13006,90.7,436.088
13006,99.5,436.113
13006,107.0,436.113
19693,107.0,436.391
19693,88.4,436.491
23807,93.0,436.59
20550,103.1,437.15
19022,91.4,437.633
19809,91.4,438.015
95200,101.3,438.154
95200,88.1,438.739
95200,99.7,438.904
20383,88.2,439.043
95200,89.7,439.115
5172,106.9,439.926
5172,88.5,439.926
5172,97.3,441.403
23807,94.5,443.101
19050,107.5,443.632
19050,99.4,443.865
13580,91.0,444.18
23807,101.3,444.464
5172,89.3,444.487
19050,105.9,444.697
19050,93.4,444.697
54250,88.2,445.719
18610,105.3,445.824
54250,106.7,446.31
81001,102.3,446.463
5147,91.3,446.756
5147,95.3,446.765
23807,102.7,447.074
54553,89.2,447.146
23807,88.1,447.374
23807,105.0,447.428
54250,104.9,447.464
94343001,101.9,447.869
5147,104.4,448.129
20550,89.2,448.437
54553,92.2,448.509
81001,107.9,449.058
81001,104.3,449.601
81001,100.3,449.634
19100,102.6,449.65
19100,104.5,449.688
23555,103.0,450.599
5045,99.9,450.774
5045,92.1,450.774
5045,100.4,450.906
81001,89.3,451.411
81001,91.3,451.442
19100,105.9,452.111
81001,106.8,452.112
81001,92.3,452.338
81001,103.3,452.36
5045,103.3,452.473
81001,90.3,453.025
19809,105.9,453.273
23570,100.2,453.781
5045,100.9,453.974
81001,107.3,454.226
19100,99.4,454.326
5045,90.4,454.535
5045,107.4,454.535
23570,96.5,454.643
23570,105.0,454.643
81001,93.3,454.646
18205,101.6,455.016
18205,92.1,455.103
27615,89.6,455.235
27615,98.3,455.249
27615,106.8,455.874
18756,103.9,455.929
27615,88.2,456.582
70708,107.8,456.793
19075,90.9,456.932
19075,88.4,456.963
18785,107.1,457.105
19075,107.2,457.251
13030,101.0,457.537
13030,91.0,457.595
23855,107.0,460.488
54810,99.7,460.786
18756,92.1,461.994
18756,89.9,462.013
70708,88.7,462.417
81220,95.3,462.878
81220,88.3,462.919
23555,97.5,463.946
23555,93.6,463.947
54810,105.7,464.32
54810,88.4,464.32
54810,90.3,464.955
70771,103.8,465.881
23855,89.5,466.34
23855,97.1,466.34
70771,98.3,466.448
20787,88.2,466.775
52693,88.1,468.069
52693,91.7,468.081
19533,88.4,469.151
19533,96.7,469.161
19450,92.6,469.526
52693,106.6,469.616
19450,88.9,469.672
19290,97.6,470.018
5665,88.4,471.035
19450,99.9,471.062
25126,94.4,471.373
52378,106.1,471.373
52405,96.6,471.413
52405,88.1,471.414
5837,102.3,471.961
5837,91.7,471.968
70124,105.3,471.97
52203,104.1,472.166
70124,94.3,472.363
99773,93.3,472.375
99773,97.3,472.375
99773,107.3,472.395
99773,88.7,472.398
19290,107.4,472.407
13667,105.7,472.501
52405,98.7,472.577
99773,98.3,472.654
99773,88.3,472.855
13549,97.5,473.354
13549,104.6,473.354
13667,96.8,473.609
13549,89.0,473.892
13667,107.5,473.925
13074,92.0,474.243
52203,102.1,474.269
13074,89.5,474.636
13074,93.0,474.636
52083,95.6,474.954
5665,107.1,475.492
52083,89.1,475.583
5665,88.9,475.666
20517,90.4,475.725
13300,89.0,475.826
13300,104.0,476.279
97777,90.3,477.929
20517,89.2,478.724
5837,98.4,479.293
13268,91.0,479.324
5837,98.9,479.57
47245,96.3,479.933
52399,94.3,480.574
52399,92.1,480.575
5837,106.9,481.143
23660,96.0,481.205
23189,94.8,481.205
47245,99.9,481.805
47245,89.9,482.332
47245,88.4,482.332
52399,93.8,483.669
70400,93.8,483.768
52685,99.1,483.861
52685,93.1,483.861
70400,97.8,484.629
19318,89.4,484.884
52694,88.5,484.92
70678,107.8,485.011
19318,99.9,485.196
19318,100.9,485.359
19318,88.6,485.361
19318,107.5,485.558
70678,89.2,485.924
70678,88.1,485.924
86001,89.8,487.061
86001,107.3,487.139
94343,89.1,488.172
94343,91.1,488.199
94343,98.8,488.199
94343,90.3,488.477
52256,93.1,488.896
18756,105.1,488.919
52256,88.1,489.001
86571,107.3,489.379
86571,97.9,489.38
52019,104.1,489.743
23001,90.5,490.132
23001,104.5,490.132
27372,105.8,490.874
27372,101.3,491.071
52019,100.7,491.203
52051,90.5,491.498
86571,99.3,491.645
52258,104.5,492.204
86001,104.3,492.423
52051,88.1,492.473
23678,94.2,492.847
23678,107.0,493.072
86755,90.3,493.812
52258,106.1,493.832
23001,100.5,494.15
86885,88.3,494.414
86885,105.5,494.42
86885,97.3,494.64
52258,102.7,494.75
23001,90.0,494.821
23001,104.0,495.113
23001,102.0,495.113
47245,98.9,495.38
47245,106.1,495.49
23189,91.0,495.553
23001,89.0,496.372
54810,103.2,496.65
47318,103.4,496.97
52786,103.1,497.703
13440,89.0,497.871
23189,89.0,498.312
23189,98.5,498.369
52687,97.7,498.387
23660,105.7,498.607
52687,107.1,498.655
86755,93.3,499.315
86001,95.9,499.447
86001,91.9,499.447
86001,89.3,499.447
23001,95.5,499.562
86749,107.3,499.632
23660,93.4,499.64
23660,105.0,499.644
86001,98.3,499.645
86001,88.7,499.67
86001,104.7,499.688
86755,99.5,499.701
86001,106.3,499.894
86001,92.3,500.384
47318,106.9,500.41
20228,101.4,500.828
86001,94.7,500.885
52696,101.7,501.085
52696,88.1,501.129
52786,106.1,501.197
52110,92.1,501.518
5490,105.3,502.281
5490,88.6,502.281
23162,107.5,502.99
23162,98.0,502.991
27800,93.3,503.133
27800,88.3,503.133
23162,103.0,503.445
86219,101.3,504.557
86573,102.7,505.346
13650,92.5,505.356
23660,89.6,505.793
86219,88.3,506.179
20228,88.2,506.189
86573,96.3,506.21
13650,88.3,506.554
70233,107.0,507.24
13468,93.0,507.295
52540,102.5,507.442
52540,100.5,507.798
52540,104.1,507.813
52233,103.7,507.84
70233,90.1,507.986
47692,107.9,508.261
97161,102.3,508.269
86760,103.5,508.441
52110,91.1,508.502
13468,102.0,508.931
20175,95.7,509.359
20175,88.1,509.365
70235,90.8,509.429
97161,107.3,509.904
13468,90.5,509.991
47703,93.4,510.125
47703,91.9,510.199
70235,94.3,510.297
47692,97.1,510.66
47692,104.9,510.66
5490,104.4,511.18
23090,103.7,511.242
86760,102.3,511.759
86760,105.3,511.805
52250,104.1,511.996
52250,88.3,512.331
52250,92.7,512.408
13430,93.7,512.898
13430,101.0,513.961
5490,107.9,514.513
52240,91.5,514.914
23686,99.6,514.999
23686,105.0,515.0
23686,101.3,515.007
52240,98.9,515.134
23182,89.0,515.401
13188,89.0,515.477
52240,99.5,515.524
13430,102.5,516.329
13430,94.5,516.33
13430,101.8,516.503
23182,93.1,516.743
23182,106.7,516.743
23090,103.0,516.868
13430,93.0,516.906
86749,95.3,517.396
13780,102.9,517.552
13780,96.5,517.555
13780,107.9,517.558
52418,106.8,518.65
47707,103.4,519.046
52254,104.1,519.347
52254,105.8,519.541
47545,106.4,519.597
52260,95.6,519.707
70742,97.8,520.18
23670,103.0,520.256
86569,101.9,520.488
20178,88.9,520.666
20178,107.7,520.666
23300,89.0,521.879
70742,102.3,522.25
23670,92.5,523.233
52418,88.1,523.326
52001,94.1,523.704
52390,97.7,523.885
47707,95.4,523.933
23670,103.5,524.007
52480,107.5,524.222
52390,88.1,524.28
70670,104.3,524.532
70670,104.7,524.535
52001,88.1,525.552
70110,91.2,525.923
23168,107.0,525.973
70110,107.8,526.066
97777,102.3,526.219
52001,104.1,526.222
86569,96.3,526.491
23168,99.0,526.724
70670,88.3,526.828
70702,103.8,527.757
52001,101.1,528.069
52001,103.3,528.112
52001,100.1,528.112
52480,98.1,528.319
23815,94.0,528.422
52381,99.5,528.429
5659,107.9,528.813
5659,107.1,528.828
52385,92.5,529.348
52385,98.5,529.526
52001,89.5,529.691
5659,106.3,529.724
52001,97.1,529.769
5051,107.4,530.599
52001,88.5,531.0
70215,106.3,531.124
94888,101.5,531.709
52001,94.7,531.922
23419,101.0,531.965
52001,93.5,532.167
70215,107.8,532.271
5051,92.7,532.46
23419,105.0,532.625
20178,102.7,532.632
20178,98.5,532.632
86568,93.9,532.705
86568,91.3,532.708
52683,90.6,534.057
52411,105.7,534.109
70001,107.0,534.199
47720,88.4,534.244
70001,102.8,534.476
70215,99.8,534.64
52411,92.1,534.658
52683,96.1,535.368
52683,88.1,535.368
20032,103.5,535.489
20032,89.2,535.489
70473,97.3,535.504
70473,94.3,535.593
52683,101.9,535.64
70001,88.8,535.869
70717,94.3,535.955
23464,105.0,535.979
20032,94.2,536.021
70001,91.5,536.203
70001,101.5,537.079
70001,100.8,537.162
86568,89.9,537.226
70001,95.7,537.322
70001,92.1,537.534
70001,100.3,537.534
70717,107.3,537.652
23464,105.5,537.957
86568,96.3,538.691
86568,106.7,538.956
23586,106.6,539.481
52036,106.1,539.55
23586,97.0,539.669
52885,107.1,539.679
70418,92.9,539.855
70418,105.8,539.855
70418,88.3,539.855
52678,97.9,539.925
52207,90.1,540.012
70418,96.8,540.163
52490,94.7,540.186
52490,96.3,540.186
52036,105.5,540.212
52678,105.7,540.227
52490,88.3,540.568
52490,107.1,540.569
23574,107.0,540.729
23574,92.0,540.732
52678,90.9,541.4
52885,102.9,541.546
23574,101.7,541.736
23574,100.4,541.736
52678,95.7,542.227
52678,104.1,542.227
52678,107.9,542.237
70523,88.3,542.67
70523,90.7,543.045
86320,101.1,543.789
86320,90.7,543.789
86320,100.3,543.79
52473,92.1,544.176
52473,88.1,544.195
52473,93.7,544.282
52788,92.1,544.335
86320,104.3,544.388
52788,103.7,545.413
23586,89.0,546.483
23417,103.0,546.763
23417,91.7,547.115
86573,101.1,547.199
86573,100.3,547.2
86320,93.3,547.561
86573,93.3,547.749
86573,88.3,547.749
86573,99.3,548.013
20400,107.0,548.855
20400,95.7,549.031
52565,107.1,549.042
20400,99.5,549.507
20250,88.2,551.491
20250,88.9,551.758
13212,89.0,552.517
13212,105.5,552.538
70823,93.7,552.6
52287,101.7,552.603
23672,107.0,552.758
70823,90.3,553.031
52320,104.1,553.056
52320,91.9,553.059
70221,89.4,553.477
52699,103.3,553.975
52699,93.1,554.044
70221,93.3,554.173
52699,97.0,554.358
70508,101.1,554.482
70204,103.2,554.531
70204,94.3,554.535
70508,97.8,554.738
23672,107.9,555.043
52354,99.1,555.292
20045,103.7,555.295
23500,93.0,555.342
52354,90.1,555.388
27006,99.3,555.441
27006,100.8,555.441
23675,102.5,555.545
70221,95.3,555.864
70221,102.6,555.864
23500,89.0,555.916
20250,92.2,556.009
52287,107.9,556.087
52287,95.1,556.109
52838,91.1,558.502
70230,98.2,558.86
70230,98.8,558.861
70230,103.8,558.861
52838,103.5,560.151
52838,100.5,560.152
52506,106.1,560.366
23675,101.2,560.567
52427,88.5,560.96
23675,105.0,560.978
52427,98.7,561.142
52838,93.9,562.192
52079,94.9,562.569
52079,92.1,562.963
52079,95.5,563.092
52079,94.3,563.092
52079,96.5,563.092
52079,97.0,563.092
70820,97.8,563.394
70820,96.3,563.752
52352,96.7,563.847
52352,92.5,563.864
52352,91.6,563.866
70820,107.8,564.073
70820,88.8,564.773
20045,107.7,565.293
20045,100.5,565.77
70508,89.8,565.889
70508,99.3,565.889
52720,95.9,566.28
52720,91.6,567.287
52720,92.3,567.287
86865,103.9,568.611
86865,107.5,568.613
13244,89.0,568.875
86865,97.9,568.974
86865,101.5,568.975
52573,96.3,569.063
52573,103.1,569.063
52573,105.1,569.063
97001,89.1,569.317
86865,92.7,569.411
97001,88.3,569.432
97001,91.3,569.555
52573,89.9,569.75
13894,94.0,569.854
13894,107.0,569.875
86865,102.3,569.89
86865,93.1,569.891
97001,101.3,569.942
97001,96.3,569.942
97001,99.3,569.942
52323,104.3,570.489
47460,93.4,570.755
97001,93.3,570.883
52210,88.3,571.056
52210,97.9,571.07
52621,99.7,571.202
52621,88.1,571.219
97001,103.1,571.76
97001,104.3,571.761
52323,94.3,571.793
52323,102.0,572.01
13244,91.7,572.181
52215,100.3,572.654
52215,90.7,572.799
52215,98.7,573.376
47555,103.4,574.0
47555,89.0,574.589
47555,90.9,574.589
47555,95.9,574.934
47058,88.4,575.199
86757,88.3,575.305
86757,94.3,575.882
86757,90.3,575.9
47058,93.9,577.122
52435,90.3,577.191
86757,99.5,577.274
52435,107.7,577.636
52585,91.5,579.33
52585,99.5,579.33
52356,95.5,581.213
52317,105.5,581.244
52435,88.1,581.273
52022,106.7,581.28
52560,107.9,581.723
52612,99.5,582.366
52612,107.1,582.366
52356,104.7,582.555
52356,89.1,582.676
52612,104.1,583.069
52317,90.1,583.093
52317,103.1,583.102
52317,102.3,583.375
52560,103.5,583.521
52612,89.5,583.523
13654,92.7,583.794
13654,102.7,584.012
13654,100.5,584.116
86757,105.9,584.427
52356,103.1,584.433
52356,105.9,584.434
52022,106.1,584.844
52317,88.7,585.204
70713,92.3,585.347
70713,106.5,585.52
70713,107.8,585.637
52022,93.1,585.959
52356,103.9,587.001
52356,101.5,587.001
47798,107.9,587.247
47798,105.9,587.383
52224,97.5,588.274
52224,99.9,588.478
20060,90.2,588.77
20060,90.9,588.77
52520,89.7,589.217
52224,98.3,589.418
52227,104.3,589.855
20060,107.4,589.884
52520,104.1,590.265
52520,88.3,590.294
20060,95.7,590.462
52227,100.7,592.566
52227,107.5,592.576
20001012,88.1,594.235
47660,88.1,595.71
13657,107.0,596.599
52227,88.7,596.902
13657,106.2,596.993
47170,107.4,598.05
20013,101.7,601.115
13654,93.5,601.186
20013,89.2,601.403
20013,88.1,601.404
99001,92.3,601.697
20013,106.3,602.385
91430,104.9,602.6
20013,90.6,602.744
13248,91.0,604.06
13248,101.3,604.107
13442,88.2,605.864
13442,100.5,605.864
52835,92.9,608.221
20238,88.2,608.795
52835,91.5,609.811
52835,104.1,611.753
52835,89.1,612.474
52835,88.5,612.474
52835,91.1,612.475
47030,89.4,612.489
47030,91.5,612.49
47960,93.4,614.927
94001,92.9,615.367
52835,91.9,616.413
52835,104.6,616.686
91669,100.9,617.843
91669,104.9,617.843
47030,95.5,618.009
97511,89.3,618.726
97511,90.3,618.824
47541,106.4,620.028
47541,93.9,620.028
47541,107.9,620.028
13433,101.9,620.358
52835,106.1,621.196
47205,102.3,626.427
13140,100.7,627.188
13140,96.8,627.188
13062,91.0,628.731
13433,99.9,630.336
13433,104.8,630.336
99773015,88.3,630.599
91530,104.9,631.951
8770,107.6,634.48
47161,103.4,634.518
8675,90.3,635.791
8675,88.1,635.791
20750,107.7,636.274
8770,92.9,636.357
13052,100.5,636.653
13052,105.3,636.653
8137,89.3,639.408
20570,96.0,640.119
20570,105.2,640.121
20570,88.1,640.36
20570,103.5,640.36
8137,104.1,640.491
8137,101.6,640.643
