id,frecuencia,dist_km
27745,97.1,287.066
5125,107.4,287.089
19455,94.9,287.092
68406,91.2,287.248
68001,101.7,288.13
27205,102.3,288.983
68276,97.7,289.011
68001,91.7,289.155
68001,92.9,289.329
19455,88.9,289.804
19455,104.9,289.814
27413,101.9,289.948
27413,88.3,289.948
76606,88.1,290.225
68001,105.1,290.235
68276,104.7,290.284
76606,89.0,290.309
68001,96.2,290.473
5134,90.4,290.489
68276,107.7,290.582
68001,102.5,290.791
5134,97.5,290.904
27205,92.1,291.102
5847,88.4,291.153
5847,92.5,291.153
5847,97.3,291.153
5501,107.4,291.235
50325,98.3,291.257
5501,101.3,291.346
27413,103.8,291.517
27205,88.3,291.637
5847,89.4,291.715
68001,96.9,292.601
